CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|E19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|E63|V64|V65|V66|V67|V68|V69|E70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|E94|E95|E96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|FECHA_ENTREGA|
32ETV0798H|1|MATUTINO|CINCO DE MAYO|ZACATECAS|042|SOMBRERETE|0048|IGNACIO ZARAGOZA (COLONIA IGNACIO ZARAGOZA)|CALLE IGNACIO ZARAGOZA|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0011S|32FTS0007S|32ADG0022T|0|I2017|0|1|0|0|0|0|1|0|6|0|0|0|0|0|0|0|0|0||6|6|0|0|6|6|0|0|6|6|0|0|0|6|0|6|6|0|0|6|0|2|4|6|1|1|4|6|0|6|0|0|6|0|6|0|0|1|0|0|0|0|0||0|1|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|3|0|3|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|6|0|1|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32ETV0800F|1|MATUTINO|JESUS RAMIREZ CALOCA|ZACATECAS|058|SANTA MARÍA DE LA PAZ|0037|MESA GRANDE|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0021Z|32FTS0005U|32ADG0014K|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|4|0|0|4|0|0|0|0|4|0|0|4|0|0|4|4|0|0|4|4|0|0|4|0|4|0|4|0|0|0|4|4|0|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|C|C|C|1|0|1|0|1|0|1|0|2|0|1|1|0|1|0|5|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|0|1|1|0|1|0|6|1|0|0|200|0|0|200|0|200|0|0|200|17/10/2017 0:00:00|
32ETV0801E|1|MATUTINO|PEDRO CORONEL|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0052|TOCATIC (SANTA ANA)|CALLE TEOCATIC|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0038Z|32FTS0005U|32ADG0014K|0|I2017|0|1|0|0|0|0|1|0|16|0|0|0|0|0|0|0|0|0||16|16|0|0|16|0|0|0|0|16|0|0|0|16|0|16|16|0|0|16|0|16|0|16|0|16|0|16|0|0|16|0|16|0|0|16|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|1|0|2|0|1|0|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|1|0|1|5|0|1|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32ETV0803C|1|MATUTINO|ELIAS AMADOR GARAY|ZACATECAS|051|VILLA DE COS|0003|AGUA NUEVA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0019K|32FTS0006T|32ADG0011N|0|I2017|0|1|0|0|0|0|1|0|4|0|2|0|0|0|0|2|0|0||6|4|0|0|4|0|0|0|0|4|0|0|0|4|0|4|3|1|0|4|0|4|0|4|0|0|4|4|0|0|0|4|4|4|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|c|c|c|0|1|0|1|0|1|1|0|2|0|1|0|0|1|0|4|3|1|0|1|0|0|0|5|0|0|0|0|0|0|0|0|5|1|1|1|0|1|0|9|1|0|88|7|0|0|95|46|0|0|0|46|16/10/2017 0:00:00|
32ETV0804B|1|MATUTINO|SEVERO AMADOR|ZACATECAS|051|VILLA DE COS|0019|CERVANTES|CALLE CERVANTES|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0019K|32FTS0006T|32ADG0011N|0|I2017|0|1|0|0|0|0|1|0|0|0|10|0|0|0|0|7|3|0||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|c|0|0|0|0|1|0|1|0|0|0|0|0|0|2|0|2|2|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|2|0|0|1|0|2|0|5|0|1|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32ETV0805A|1|MATUTINO|CANDELARIO HUIZAR|ZACATECAS|054|VILLA HIDALGO|0039|EL TEPETATE|CALLE EL TEPETATE|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0052S|32FTS0003W|32ADG0017H|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|4|0|0|4|0|0|0|0|4|0|0|4|0|0|4|4|0|0|4|0|4|0|4|0|0|4|4|0|0|4|0|4|4|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|3|0|0|2|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|2|0|0|0|5|0|1|0|0|0|0|0|0|0|0|0|0|01/11/2017 0:00:00|
32ETV0807Z|1|MATUTINO|5 DE MAYO|ZACATECAS|010|FRESNILLO|0148|NUEVO ZARAGOZA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0002K|32FTS0002X|32ADG0012M|0|I2017|0|1|0|0|0|0|1|0|5|1|0|0|0|0|0|0|0|0||6|5|0|0|5|0|0|0|0|5|0|0|5|0|0|5|5|0|0|5|5|0|0|5|0|0|5|5|0|0|5|0|5|5|0|5|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|10/10/2017 0:00:00|
32ETV0808Y|1|MATUTINO|CAXCANES|ZACATECAS|019|JALPA|0140|LOS SANTIAGOS|CALLE LOS SANTIAGOS|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0041M|32FTS0004V|32ADG0013L|0|I2017|0|1|0|0|0|0|1|0|5|6|0|0|0|0|0|0|0|0||11|5|0|0|5|0|0|0|0|5|0|0|0|5|0|5|5|0|0|5|5|0|0|5|0|0|5|5|0|0|5|0|5|5|0|5|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|1|0|0|1|0|1|0|1|0|0|0|1|0|0|c|c|c|1|0|1|0|1|0|1|0|3|0|2|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|0|0|0|5|1|0|0|5|0|0|5|0|5|0|0|5|11/01/2018 0:00:00|
32ETV0809X|1|MATUTINO|FUENSANTA|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE TEODORO A RAMIREZ|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0004I|32FTS0001Y|32ADG0018G|0|I2017|0|1|0|0|0|0|1|0|13|0|2|1|0|0|0|1|0|0||15|11|0|2|13|11|0|2|13|11|0|0|0|11|0|11|11|0|0|11|0|11|0|11|0|0|11|11|0|0|11|0|11|11|4|7|0|0|0|0|1|0|0||0|0|0|1|0|0||0|1|0|0|1|0|0|1|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|12|0|1|2|0|0|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|1|2|0|0|0|15|0|1|0|0|0|0|0|0|0|0|0|0|26/10/2017 0:00:00|
32ETV0810M|1|MATUTINO|REVOLUCION MEXICANA|ZACATECAS|026|MAZAPIL|0102|TAMPICO (NUEVO TAMPICO)|CALLE TAMPICO (NUEVO TAMPICO)|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0039Y||32ADG0016I|0|I2017|0|1|0|0|0|0|1|0|3|0|0|0|0|0|0|0|0|0||3|3|0|0|3|0|0|0|0|3|0|0|0|0|3|3|3|0|0|3|0|0|3|3|0|0|3|3|0|0|0|3|3|3|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|b|b|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|3|0|1|0|0|0|0|0|0|0|0|0|0|28/10/2017 0:00:00|
32ETV0811L|1|MATUTINO|JESUS REYES HEROLES|ZACATECAS|038|PINOS|0145|EL RAMONAL|CALLE MARIANO MATAMOROS|1|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0053R|32FTS0003W|32ADG0017H|0|I2017|0|1|0|0|0|0|1|0|5|0|2|0|0|0|0|2|0|0||7|4|0|1|5|1|0|1|2|4|0|0|2|2|0|4|4|0|0|4|2|2|0|4|0|0|4|4|0|0|4|0|4|4|1|3|0|0|1|0|0|0|0||1|0|0|0|0|0||1|0|1|0|1|0|1|1|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|2|0|0|0|0|0|0|2|3|0|0|0|0|0|0|3|1|0|0|0|0|0|0|1|6|0|0|0|0|0|0|6|1|0|0|30|0|0|30|0|5|0|0|5|09/11/2017 0:00:00|
32ETV0812K|1|MATUTINO|ZACATECAS|ZACATECAS|040|SAIN ALTO|0034|SAÍN BAJO|CALLE SAIN BAJO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0023X|32FTS0007S|32ADG0022T|0|I2017|0|1|0|0|0|0|1|0|6|0|6|0|0|0|0|6|0|0||12|5|1|0|6|0|0|0|0|5|0|0|0|0|5|5|5|0|0|5|5|0|0|5|0|0|5|5|0|5|0|0|5|5|0|5|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|A|B|0|0|0|0|0|0|1|0|2|0|1|2|0|0|0|5|0|0|2|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|3|2|0|0|0|7|1|0|0|30|0|0|30|0|30|0|0|30|11/01/2018 0:00:00|
32ETV0813J|1|MATUTINO|J.FELIX BAÑUELOS|ZACATECAS|049|VALPARAÍSO|0098|SAN ANTONIO DE PADUA|CALLE SAN ANTONIO DE PADUA|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0037Z|32FTS0002X|32ADG0012M|0|I2017|0|1|0|0|0|0|1|0|8|0|0|0|0|0|0|0|0|0||8|8|0|0|8|8|0|0|8|8|0|0|0|0|8|8|8|0|0|8|0|8|0|8|0|0|8|8|0|0|0|8|8|8|8|0|0|0|1|0|0|0|0||0|0|1|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|3|0|1|3|0|0|0|7|3|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|6|0|1|3|0|0|0|10|0|1|0|0|0|0|0|0|0|0|0|0|23/10/2017 0:00:00|
32ETV0814I|1|MATUTINO|FRANCISCO I. MADERO|ZACATECAS|025|LUIS MOYA|0006|COLONIA JULIÁN ADAME (CHARCO DE LA GALLINA)|CALLE JULIAN ADAME ALATORRE|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0034C||32ADG0021U|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|3|0|1|4|0|0|0|0|3|0|0|1|2|0|3|3|0|0|3|0|1|2|3|0|0|3|3|0|0|3|0|3|3|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|c|c|c|0|1|0|1|0|1|1|0|2|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|3|0|1|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32ETV0815H|1|MATUTINO|TIERRA Y LIBERTAD|ZACATECAS|055|VILLANUEVA|0081|SAN MIGUEL|CALLE SAN MIGUEL|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0010T|32FTS0001Y|32ADG0018G|0|I2017|0|1|0|0|0|0|1|0|6|0|0|0|0|0|0|0|0|0||6|6|0|0|6|0|0|0|0|5|1|0|0|6|0|6|6|0|0|6|6|0|0|6|2|4|0|6|0|6|0|0|6|0|0|6|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|2|1|1|1|0|1|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|0|1|0|6|1|0|0|10|0|0|10|0|6|0|0|6|25/10/2017 0:00:00|
32ETV0816G|1|MATUTINO|MARIANO AZUELA|ZACATECAS|051|VILLA DE COS|0065|TIERRA Y LIBERTAD (SAN BLAS)|CALLE TIERRA |0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0036A|32FTS0006T|32ADG0011N|0|I2017|0|1|0|0|0|0|1|0|10|0|0|0|0|0|0|0|0|0||10|10|0|0|10|4|0|0|4|8|2|0|0|6|4|10|10|0|0|10|0|6|4|10|2|2|6|10|0|4|6|0|10|8|4|6|0|0|0|0|0|0|1|LOCAL|0|1|0|0|0|0||1|0|1|0|1|0|1|1|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|C|C|C|0|1|0|1|0|1|1|0|3|0|2|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|0|0|0|5|1|0|0|3|0|0|3|0|3|0|0|3|16/10/2017 0:00:00|
32ETV0817F|1|MATUTINO|ANTONIO VALDES CARVAJAL|ZACATECAS|007|CONCEPCIÓN DEL ORO|0018|MESILLAS (EJIDO REFORMA)|CALLE MESILLAS EJIDO REFORMA|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0043K||32ADG0016I|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32ETV0818E|1|MATUTINO|JAIME TORRES BODET|ZACATECAS|042|SOMBRERETE|0039|FRANCISCO I. MADERO (JUANES)|CALLE FRANCISCO I. MADERO (JUANES)|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0011S|32FTS0007S|32ADG0022T|0|I2017|0|1|0|0|0|0|1|0|12|0|0|0|0|0|0|0|0|0||12|11|1|0|12|10|0|0|10|11|0|0|7|4|0|11|11|0|0|11|7|4|0|11|0|4|7|11|0|11|0|0|11|11|10|1|0|0|1|0|0|0|0||0|1|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|1|0|2|0|0|0|0|3|1|0|0|1|0|0|1|3|0|0|0|0|0|0|0|0|2|0|2|1|0|0|1|6|1|0|0|10|0|0|10|0|5|0|0|5|15/10/2017 0:00:00|
32ETV0819D|1|MATUTINO|EMILIANO ZAPATA|ZACATECAS|010|FRESNILLO|0211|SAN JOSÉ DEL QUELITE|CALLE SAN JOSE DEL QUELITE|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0022Y|32FTS0002X|32ADG0012M|0|I2017|0|1|0|0|0|0|1|0|8|0|0|0|0|0|0|0|0|0||8|8|0|0|8|0|0|0|0|7|1|0|0|0|8|8|8|0|0|8|0|0|8|8|0|8|0|8|0|8|0|0|8|8|0|8|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|2|1|1|1|1|2|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|1|2|0|8|0|1|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32ETV0820T|1|MATUTINO|LORENZO RUVALCABA CARRILLO|ZACATECAS|010|FRESNILLO|0115|LABOR DE SANTA BÁRBARA|CALLE LABOR DE SANTA BARBARA|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0002K|32FTS0002X|32ADG0012M|0|I2017|0|1|0|0|0|0|1|0|2|0|1|0|0|0|0|0|1|0||3|1|0|1|2|0|0|0|0|1|0|0|0|1|0|1|1|0|0|1|0|0|1|1|0|0|1|1|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|2|0|1|0|0|0|0|0|0|0|0|0|0|30/10/2017 0:00:00|
32ETV0822R|1|MATUTINO|ROSARIO CASTELLANOS|ZACATECAS|018|HUANUSCO|0053|ZAPOTE DE ABAJO|CALLE ZAPOTE DE ABAJO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0041M|32FTS0004V|32ADG0013L|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|3|0|1|4|0|0|0|0|3|0|0|0|3|0|3|3|0|0|3|0|0|3|3|0|0|3|3|0|0|3|0|3|0|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|C|C|C|1|0|1|0|1|0|1|0|1|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32ETV0823Q|1|MATUTINO|MARGARITA MAZA DE JUAREZ|ZACATECAS|026|MAZAPIL|0067|RANCHO NUEVO DE LA CARDONA (RANCHO NUEVO)|CALLE RANCHO NUEVO DE LA CARDONA|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0028S||32ADG0016I|0|I2017|1|0|1|1|0|0|1|0|16|0|0|0|0|0|0|0|0|0||16|15|1|0|16|0|0|0|0|10|5|0|0|15|0|15|15|0|0|15|0|15|0|15|0|11|4|15|0|11|4|0|15|15|0|15|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|3|1|1|2|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|1|2|0|0|0|7|0|1|0|0|0|0|0|0|0|0|0|0|31/10/2017 0:00:00|
32ETV0824P|1|MATUTINO|LUIS DONALDO COLOSIO MURRIETA|ZACATECAS|026|MAZAPIL|0073|EL ROSARIO (PUERTO DEL ROSARIO)|CALLE EL ROSARIO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0028S||32ADG0016I|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|4|0|0|4|4|0|0|4|4|0|0|4|0|0|4|4|0|0|4|4|0|0|4|0|0|4|4|0|0|4|0|4|0|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|3|1|0|0|4|0|0|4|0|4|0|0|4|31/10/2017 0:00:00|
32ETV0825O|1|MATUTINO|LEODEGARIS MENDOZA Y CRUZ|ZACATECAS|007|CONCEPCIÓN DEL ORO|0025|EL SALERO|CALLE EL SALERO|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0043K||32ADG0016I|0|I2017|0|1|0|0|0|0|1|0|4|3|0|0|0|0|0|0|0|0||7|4|0|0|4|0|0|0|0|4|0|0|0|1|3|4|4|0|0|4|0|1|3|4|0|0|4|4|0|0|4|0|4|4|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|A|0|0|0|0|0|0|1|0|2|0|0|1|0|0|0|3|1|1|0|0|0|0|0|2|0|0|0|0|0|0|0|0|3|1|0|1|0|0|0|5|1|0|0|3|0|0|3|0|0|0|0|0|24/10/2017 0:00:00|
32ETV0826N|1|MATUTINO|CUAUHTEMOC|ZACATECAS|042|SOMBRERETE|0026|COLONIA CUAUHTÉMOC (SANTA CATARINA)|CALLE CUAUHTEMOC|0|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0011S|32FTS0007S|32ADG0022T|0|I2017|0|1|0|0|0|0|1|0|8|0|0|0|0|0|0|0|0|0||8|4|4|0|8|0|0|0|0|4|0|0|4|0|0|4|4|0|0|4|0|4|0|4|0|0|4|4|0|0|4|0|4|0|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|B|0|0|0|0|0|0|1|0|4|0|4|0|0|0|0|8|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|0|4|0|4|2|0|0|0|10|1|0|0|12|0|0|12|0|1|0|0|1|27/10/2017 0:00:00|
32ETV0827M|1|MATUTINO|GUADALUPE VICTORIA|ZACATECAS|042|SOMBRERETE|0177|EJIDO INDEPENDENCIA (EL CAPRICHO)|AVENIDA HIDALGO|9|PÚBLICO|FEDERAL TRANSFERIDO-ESTATAL|BÁSICA|SECUNDARIA|TELESECUNDARIA|0|NO APLICA|0|NO APLICA|32FTV0049E|32FTS0007S|32ADG0022T|0|I2017|0|1|0|0|0|0|1|0|21|4|0|0|0|0|0|0|0|0||25|19|2|0|21|0|0|0|0|6|13|0|19|0|0|19|19|0|0|19|0|19|0|19|0|13|6|19|0|0|0|19|19|0|0|19|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|1|1|0|0|2|1|5|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|1|1|0|0|2|1|6|1|0|0|10|0|0|10|0|5|0|0|5|18/10/2017 0:00:00|
