CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|E167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|E178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|E189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|FECHA_ENTREGA|
32PBT0126M|1|MATUTINO|COLEGIO BALTAZAR GONZALEZ|ZACATECAS|014|GENERAL FRANCISCO R. MURGUÍA|0001|NIEVES|CALLE MORELOS|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|6|25|0|0|0|0|0|0|31|6|25|0|0|0|0|0|0|31|6|25|0|0|0|0|0|0|31|4|9|1|0|0|0|0|0|14|4|9|1|0|0|0|0|0|14|4|9|1|0|0|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|3|1|0|0|0|1|17/10/2017 0:00:00|
32PBT0127L|4|DISCONTINUO|"ESCUELA DE COMPUTACION ""VAMI"""|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|AVENIDA HIDALGO|304|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32PBT0129J|1|MATUTINO|LICEO E.S.L. GUADALUPE, S.C.|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALZADA HEROES DE CHAPULTEPEC|413|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|5|3|35|0|0|0|0|0|0|38|2|32|0|0|0|0|0|0|34|2|32|0|0|0|0|0|0|34|8|33|0|0|0|0|0|0|41|8|33|0|0|0|0|0|0|41|8|33|0|0|0|0|0|0|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|1|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|5|0|0|0|0|10|5|0|0|3|8|20/10/2017 0:00:00|
32PBT0130Z|4|DISCONTINUO|INSTITUTO DE BELLEZA Y COSMETOLOGIA JAZMIN|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|CALLE IGNACIO LOPEZ RAYON|5|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|84|93|84|12|4|0|0|277|0|64|82|75|12|4|0|0|237|0|64|82|75|12|4|0|0|237|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|2|0|0|0|0|4|2|0|0|0|2|12/10/2017 0:00:00|
32PBT0133W|4|DISCONTINUO|INSTITUTO DE BELLEZA JAHYVER'S PIVOT-POINT|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALZADA DE LOS DEPORTES|312|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|3|6|0|0|0|0|9|0|0|3|6|0|0|0|0|9|0|0|3|6|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|3|1|0|0|1|2|23/10/2017 0:00:00|
32PBT0137S|4|DISCONTINUO|ESCUELA DE ESPECIALIDADES AUTOMOTRICES DE ZACATECAS|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|AVENIDA GAVIOTAS|13|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||1|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32PBT0139Q|4|DISCONTINUO|INSTITUTO MEXICANO DE BELLEZA INTEGRAL DE ZACATECAS|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|AVENIDA GAVIOTAS|13|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||1|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32PBT0140F|4|DISCONTINUO|INSTITUTO DE COMPUTACION E INFORMATICA APLICADA DE FRESNILLO S.C.|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE CUAUHTEMOC|5|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|3|0|8|7|0|3|0|0|0|18|0|5|5|0|2|0|0|0|12|0|5|5|0|2|0|0|0|12|0|9|6|3|1|0|0|0|19|0|7|5|2|1|0|0|0|15|0|7|5|2|1|0|0|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|3|0|0|0|1|1|14/10/2017 0:00:00|
32PBT0141E|4|DISCONTINUO|INSTITUTO DE COMPUTACION E IFORMATICA APLICADA DE FRESNILLO S.C.|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE DOCTOR LARROYO|3|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32PBT0142D|1|MATUTINO|INSTITUTO ZACATECANO DE ESTUDIOS UNIVERSITARIOS|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|AVENIDA UNIVERSIDAD|109|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32PBT0143C|4|DISCONTINUO|LICEO TECNICO INTEGRAL|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|CALLE FRANCISCO I. MADERO|125|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|7|0|16|9|10|0|0|0|0|35|0|16|9|9|0|0|0|0|34|0|16|9|9|0|0|0|0|34|0|29|23|19|0|1|0|0|72|0|29|23|19|0|1|0|0|72|0|29|23|19|0|1|0|0|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|3|0|0|0|0|4|0|0|0|3|3|15/10/2017 0:00:00|
32PBT0145A|1|MATUTINO|CENTRO PROFESIONAL DE BELLEZA|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|AVENIDA TORREON|311|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|3|12|9|6|1|0|0|31|0|3|7|8|5|1|0|0|24|0|3|7|8|5|1|0|0|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|3|0|0|0|0|5|1|1|1|1|4|20/10/2017 0:00:00|
32PBT0146Z|4|DISCONTINUO|"INSTITUTO DE BELLEZA Y COSMETOLOGIA ""ISIS"""|ZACATECAS|005|CALERA|0001|VÍCTOR ROSALES|CALLE LUIS MOYA|303|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|2|6|7|0|0|0|29|0|13|2|5|7|0|0|0|27|0|13|2|5|7|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|0|0|2|2|17/10/2017 0:00:00|
32PBT0149X|4|DISCONTINUO|"""HARMON HALL ZACATECAS, AEZ"""|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE 1|0|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|8|0|6|9|2|0|1|0|0|18|0|6|7|2|0|0|0|0|15|0|6|7|2|0|0|0|0|15|0|12|7|13|2|1|0|0|35|0|11|6|6|2|1|0|0|26|0|11|6|6|2|1|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|2|0|0|2|1|8|0|0|0|3|3|12/10/2017 0:00:00|
32PBT0151L|4|DISCONTINUO|"""INSTITUTO DE BELLEZA Y COSMETOLOGIA JAZMIN"""|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|CALLE IGNACIO ZARAGOZA|110|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|10|0|2|4|2|1|0|0|0|9|0|0|4|2|1|0|0|0|7|0|0|4|2|1|0|0|0|7|0|95|83|69|15|0|4|0|266|0|74|71|51|15|0|4|0|215|0|74|71|51|15|0|4|0|215|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|2|0|0|0|0|4|3|0|0|0|3|11/10/2017 0:00:00|
32PBT0152K|4|DISCONTINUO|INSTITUTO EMPRESARIAL CIEPAA|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE BOULEVRAD LOPEZ MATEOS|428|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|13|0|7|12|12|4|4|0|0|39|0|7|10|11|4|4|0|0|36|0|7|10|11|4|4|0|0|36|0|24|31|29|7|1|0|0|92|0|20|27|23|6|1|0|0|77|0|20|27|23|6|1|0|0|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|5|0|1|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|5|0|1|2|1|16|1|0|0|9|10|18/10/2017 0:00:00|
32PBT0153J|4|DISCONTINUO|INSTITUTO EMPRESARIAL CIEPAA|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE GARCIA SALINAS ZONA CENTRO|432|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|10|0|2|8|4|1|0|0|0|15|0|2|7|4|1|0|0|0|14|0|2|7|4|1|0|0|0|14|0|37|35|23|6|4|1|0|106|0|36|29|23|6|4|1|0|99|0|36|29|23|6|4|1|0|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|5|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|8|0|1|0|3|15|0|0|0|10|10|18/10/2017 0:00:00|
32PBT0154I|4|DISCONTINUO|INSTITUTO TECNICO DE COMPUTACION|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE GALEANA|20|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32PBT0155H|4|DISCONTINUO|COLEGIO TECNICO EN INFORMATICA|ZACATECAS|007|CONCEPCIÓN DEL ORO|0001|CONCEPCIÓN DEL ORO|CALLE MINA CABRESTANTE|0|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32PBT0156G|4|DISCONTINUO|"ESCUELA DE LA PLATA ""PEDRO LEITES VILNER"""|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE CASCO DE LA EXHACIENDA DE BERNARDEZ|1|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
